613126094502383616,1,3,1,8,6,13,7,7,5,8,5,5,8,8,6,5,11,6,9,6,4,9,6,6,6,4,2,3,5,9,5,2,6,7,2,7,3,0,8,4,5,3,3,7,7,1,4,5,4,4,2,6
613078560258027520,1,3,7,9,5,8,4,7,11,7,11,7,11,9,8,7,15,6,8,5,12,10,3,6,6,5,4,4,7,3,3,8,3,4,6,4,4,0,7,3,4,5,4,2,4,3,4,6,9,2,2,5
613051857972412417,1,3,5,6,6,12,2,12,10,7,12,15,9,9,5,12,6,11,7,6,7,10,4,9,2,9,5,5,4,8,10,7,7,8,6,4,5,5,6,3,5,8,3,6,2,2,5,5,5,5,5,2
613405785415122944,1,1,0,0,1,0,0,0,2,1,1,4,3,0,2,0,3,4,0,1,2,0,1,3,2,1,1,3,1,3,1,0,1,2,1,1,1,1,2,1,2,1,0,3,3,3,1,6,4,9,6,3
613713695844270081,2,10,11,12,16,21,15,11,9,7,11,12,10,11,8,11,7,5,8,6,4,7,3,7,1,8,5,9,2,5,7,3,5,3,5,2,4,2,6,7,5,6,4,4,2,2,5,1,5,3,4,0
613919968552480768,5,18,24,24,25,14,14,23,15,17,13,14,15,24,20,20,13,13,13,21,12,15,17,15,12,8,14,12,17,15,11,15,13,9,7,16,7,14,16,10,5,10,12,13,6,11,9,4,11,7,6,12
613917198466293761,4,9,24,27,37,29,47,36,34,31,34,38,25,20,30,24,31,18,16,14,29,23,22,20,20,15,15,17,17,16,10,18,20,12,15,9,14,12,16,14,15,17,15,10,11,9,8,7,6,11,9,19
614218456523767808,7,44,73,76,58,68,70,66,57,61,55,37,41,41,38,36,33,26,25,27,28,27,28,15,24,33,20,19,24,25,20,18,22,17,19,13,21,18,18,17,9,13,18,9,14,12,10,13,5,16,9,10
614062769260728320,3,3,2,3,5,3,3,5,3,4,4,5,2,6,4,4,8,7,5,8,4,6,8,4,9,4,6,5,7,8,6,6,4,6,3,7,6,3,3,4,1,4,5,8,5,5,2,2,2,6,3,5
614252976224477184,1,40,93,79,64,56,51,40,37,30,40,28,26,24,23,26,29,27,30,23,26,25,26,24,17,21,13,16,12,17,18,18,14,22,14,16,12,15,9,15,12,10,10,14,10,13,11,10,5,4,4,17
614458772648407041,27,57,53,120,122,190,154,151,189,202,184,134,159,164,163,140,195,181,170,201,188,178,151,162,177,108,144,143,144,154,127,169,157,71,48,33,14,15,5,5,6,0,0,0,0,0,0,1,0,0,3,3
614551217402830848,2,2,1,1,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,91,157,176,157,115,101,98,67,60,56,37,43,32,31,41
614421685480095744,1,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
614981804949434368,2,11,20,31,31,37,26,33,29,16,20,27,22,19,22,17,17,22,13,24,19,18,12,17,18,24,16,18,17,13,20,15,14,17,15,15,15,15,16,15,13,16,13,17,16,13,14,9,10,11,13,13
614981804949434368,2,11,20,31,31,37,26,33,29,16,20,27,22,19,22,17,17,22,13,24,19,18,12,17,18,24,16,18,17,13,20,15,14,17,15,15,15,15,16,15,13,16,13,17,16,13,14,9,10,11,13,13
615143377961508864,1,1,3,2,4,4,4,1,7,3,7,3,8,6,3,6,2,4,3,4,7,4,3,7,3,6,4,3,2,6,4,3,5,3,2,2,4,3,3,4,6,1,4,2,3,4,1,3,3,3,5,6
615266604100796416,1,3,9,12,15,22,17,16,18,21,11,15,10,16,13,6,12,9,13,19,7,15,14,5,12,10,11,9,10,11,8,9,11,12,12,8,7,6,6,15,7,7,5,11,6,7,7,5,4,3,4,6
615166035327590400,9,31,32,33,31,29,29,27,22,28,28,27,29,17,21,20,15,23,19,17,19,15,14,20,19,13,19,14,12,10,11,18,12,19,9,16,11,10,9,3,8,8,10,8,10,14,10,12,8,13,9,9
615168018365198336,1,4,5,15,10,14,11,15,21,14,12,20,9,18,11,13,14,12,14,12,13,16,9,14,16,11,19,8,11,13,12,5,8,6,12,14,8,8,9,8,11,10,10,10,12,12,8,14,10,11,16,9
615595900598136832,8,22,34,40,38,19,35,34,32,25,21,17,14,30,23,27,21,26,26,22,17,18,21,15,16,16,13,20,24,15,17,13,25,19,18,16,15,12,13,12,11,15,12,13,8,13,9,17,5,7,9,5
615590696502824960,10,10,12,10,11,17,17,11,10,14,7,8,9,7,10,11,7,13,15,9,6,4,7,6,8,3,5,10,10,9,8,3,8,8,11,3,9,7,6,4,6,4,7,4,8,7,1,5,4,4,3,5
615960671679873024,1,1,0,6,8,8,13,7,10,13,12,8,12,12,13,8,11,15,11,13,14,12,7,8,6,16,11,10,13,14,13,4,12,15,7,11,10,12,10,13,10,5,9,8,11,5,10,18,11,7,7,9
615961607877738496,2,0,3,7,10,9,4,7,4,6,9,8,9,6,1,6,8,9,10,10,9,7,4,5,8,6,5,7,3,9,9,3,7,5,7,10,6,8,4,5,8,5,4,7,3,3,3,2,6,8,9,6
615979386991460352,3,3,14,8,16,22,18,20,22,8,16,10,13,12,12,7,10,7,13,7,8,9,11,9,9,4,5,12,5,8,8,5,11,7,8,9,6,11,6,9,9,3,3,10,5,10,6,10,6,7,7,6
615969408469598208,3,1,2,9,12,14,18,11,12,10,9,10,11,9,7,9,11,11,8,13,7,5,7,4,3,3,5,6,10,6,3,3,11,5,7,8,1,4,2,7,6,4,9,2,2,6,1,6,4,2,4,5
615932583289995264,4,1,2,1,1,4,1,2,4,1,1,2,3,3,1,2,2,2,2,3,1,2,1,2,2,5,4,3,4,3,4,7,3,6,4,4,2,6,3,5,3,2,5,1,4,2,1,5,6,5,6,1
615964426395590656,1,0,5,6,11,6,11,8,7,11,8,10,7,6,5,10,8,3,4,14,4,3,7,6,4,8,4,9,6,6,13,5,5,4,2,5,4,6,5,5,6,4,8,3,2,14,5,4,10,3,4,5
615970657864544256,1,0,0,4,3,11,9,6,16,12,7,9,6,7,11,6,9,3,4,7,5,5,4,3,2,5,5,3,2,2,3,5,1,3,4,6,7,3,4,3,5,2,8,2,7,2,3,3,4,4,1,1
616018321117327360,3,25,30,30,36,20,12,23,24,16,16,12,18,9,14,9,12,10,11,16,12,11,13,11,11,10,10,8,4,9,10,5,11,4,11,6,8,8,7,11,11,8,9,11,5,7,9,10,6,9,11,9
615966323638583296,1,0,0,0,3,3,9,14,8,6,6,6,7,6,5,11,8,9,9,9,4,2,9,6,4,5,4,5,7,1,8,9,5,5,10,4,7,2,1,4,3,4,3,5,5,7,4,2,5,9,2,7
615983685804933120,1,1,2,3,0,1,5,6,2,5,3,4,2,3,3,3,5,2,0,3,5,4,5,4,4,8,3,3,0,1,7,1,1,2,3,3,2,5,1,2,2,3,2,0,1,2,0,2,0,0,0,3
616252621637185536,1,1,0,2,8,8,3,3,7,9,6,6,6,5,8,6,12,9,7,13,5,8,7,8,4,3,10,6,8,8,7,5,3,5,6,6,4,7,4,9,5,4,6,7,6,5,1,2,4,2,5,6
616305527124033536,2,2,4,5,7,6,4,4,4,5,3,2,4,5,2,3,2,2,1,3,3,4,3,2,0,8,2,5,3,3,2,1,1,2,3,2,1,1,5,2,1,1,2,2,3,1,4,1,3,3,0,0
616353330030227457,4,9,27,21,23,22,7,13,20,24,17,14,8,12,12,12,7,13,13,5,9,8,10,4,5,6,8,5,11,5,9,6,5,6,1,5,6,3,11,13,4,6,5,10,4,2,6,5,7,5,3,5
616281860910362625,3,2,2,0,1,1,1,3,1,1,2,1,1,3,2,0,6,2,5,9,3,4,4,2,4,2,3,4,8,5,3,2,7,5,6,3,6,3,2,4,5,4,3,7,3,5,3,2,2,3,0,2
616660875626315776,3,15,22,30,20,14,22,24,22,24,16,22,17,16,21,17,27,23,11,25,13,22,11,19,22,12,15,17,19,16,16,13,17,21,19,22,8,15,9,13,14,14,11,15,21,17,20,13,15,16,13,16
616710062191448070,1,3,7,4,6,6,10,9,5,6,12,10,9,8,17,16,7,9,12,12,11,5,13,8,7,7,6,8,7,8,4,6,7,8,11,7,3,7,8,8,9,7,5,10,14,11,13,11,12,10,8,8
616739098015875072,1,5,10,13,8,16,6,11,9,5,12,9,6,8,7,12,3,10,7,6,9,5,6,8,6,6,8,8,5,4,8,8,10,4,4,10,7,13,7,3,6,6,5,6,5,5,6,2,1,4,6,5
617058097425711105,1,20,26,34,48,51,48,46,47,57,55,48,44,35,39,30,39,43,31,34,40,33,40,28,27,36,30,36,34,29,47,23,24,29,25,19,20,30,23,22,19,14,23,33,25,18,19,21,18,24,23,13
617068297427779584,14,16,32,46,39,45,47,50,38,49,38,38,41,38,41,45,41,44,38,42,37,23,33,34,32,25,36,42,43,46,36,43,24,24,42,29,25,32,28,28,35,22,28,25,34,26,22,29,25,24,26,21
617055616440385536,4,41,28,46,40,40,44,33,32,32,43,29,24,33,23,39,28,33,24,21,26,30,21,23,37,26,19,19,20,25,24,21,24,12,16,14,22,16,22,19,19,17,24,26,21,12,17,15,18,22,17,19
617061747208404992,9,13,17,17,16,54,50,45,42,38,35,34,29,29,30,31,25,28,27,25,21,31,13,22,12,21,14,22,13,17,21,17,12,14,14,15,22,14,15,19,13,8,16,10,20,12,14,8,12,13,9,10
617058720699297792,1,26,15,50,83,66,52,49,54,43,49,46,47,33,39,32,41,33,25,34,23,30,19,22,22,20,17,19,14,20,19,24,18,15,13,25,15,12,11,21,9,12,12,10,12,14,15,11,12,10,16,11
617498887964753921,1,4,4,9,15,27,17,13,13,18,12,16,11,14,17,11,15,7,14,14,15,19,12,10,10,6,12,9,14,8,13,8,9,9,6,13,10,13,8,8,5,9,8,6,6,7,9,5,6,8,8,11
617527815550947328,1,12,18,32,24,29,24,22,21,28,23,23,22,12,25,19,15,11,19,13,16,12,23,10,17,19,23,17,13,14,13,8,10,5,10,8,11,8,15,9,9,11,12,11,11,13,9,10,9,11,11,3
617354180781580288,2,4,6,9,13,8,11,7,10,9,13,11,8,6,13,7,7,8,6,7,4,4,5,6,9,5,5,2,3,5,5,6,13,6,4,7,5,6,3,9,6,5,5,5,6,3,2,4,1,0,4,4
617521353059536896,17,48,55,42,31,33,34,26,21,22,21,30,14,24,21,15,16,20,11,11,20,11,10,14,12,16,7,16,11,11,9,11,11,11,8,12,9,7,6,4,10,11,4,12,13,5,18,9,14,13,8,5
617455623345729536,1,0,6,5,5,8,8,14,7,5,10,13,7,12,11,9,7,11,8,1,12,8,8,11,6,6,6,6,9,6,8,11,6,5,6,5,5,6,7,7,9,6,8,8,1,6,4,9,8,4,3,2
617765345000947712,30,456,295,147,86,65,42,34,34,35,34,30,21,24,20,23,17,12,13,19,19,18,15,15,10,14,9,10,11,8,10,4,6,7,10,13,9,9,10,5,9,8,7,9,9,10,7,13,9,2,7,10
617831891996123136,13,64,54,41,65,59,61,42,50,37,28,28,32,16,22,27,18,17,27,21,15,12,16,17,11,17,14,6,4,6,9,9,5,9,7,13,14,23,14,27,26,31,26,20,17,18,19,18,16,21,14,25
617902314666524672,7,13,29,24,11,19,13,16,10,11,16,17,13,13,13,10,13,11,13,11,4,9,10,8,7,14,8,10,10,3,10,10,4,4,10,13,10,5,7,11,11,7,8,7,5,5,7,7,4,10,8,7
618508718905253888,2,17,26,18,24,11,10,14,11,15,10,6,12,10,12,10,9,9,15,12,10,6,11,13,9,12,10,9,9,12,7,11,14,10,6,11,7,15,7,5,12,7,8,11,11,3,8,10,2,7,6,3
618546213600804868,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0
618551775755390976,4,11,8,13,14,12,4,11,6,12,8,11,10,10,13,8,7,10,4,6,8,4,6,6,3,10,9,7,9,6,7,4,12,12,3,6,6,7,2,3,4,13,6,1,6,6,8,5,4,4,3,5
618908483010756608,12,25,27,27,37,31,40,25,41,40,36,31,34,30,26,28,31,29,28,39,27,18,39,35,27,29,28,29,32,26,31,38,29,26,29,23,19,25,26,28,29,26,27,26,23,22,25,19,22,20,31,19
618997675979988993,5,19,30,26,19,25,25,32,36,34,39,31,29,24,31,29,31,38,51,43,35,34,36,33,46,38,29,34,36,43,34,46,36,33,28,37,33,29,41,38,40,30,35,27,26,40,37,24,30,30,28,32
618952104829415424,4,14,13,34,39,41,54,57,43,65,46,35,41,38,36,40,42,24,40,24,34,29,26,33,38,19,24,29,32,26,22,25,27,33,19,25,25,26,27,22,17,20,18,24,19,18,17,24,20,19,15,20
618970386810601472,35,93,88,100,85,76,59,54,69,53,49,53,50,57,47,48,45,51,42,55,47,55,41,32,33,35,25,31,40,42,35,27,27,36,31,33,29,32,28,36,17,33,28,21,34,34,28,32,26,23,26,23
618902297251315713,2,8,23,36,21,25,24,20,15,20,15,19,15,13,18,18,17,9,5,16,18,13,16,13,3,15,12,13,15,12,10,17,14,11,9,11,10,6,10,9,8,7,14,16,11,16,7,10,12,11,11,12
618996498383159296,1,10,25,36,47,43,57,43,47,58,43,46,54,44,37,30,33,30,29,36,37,41,32,38,25,22,28,25,27,24,26,37,33,23,23,30,15,24,35,27,21,23,25,12,25,19,14,15,25,24,13,18
618847056333934592,8,10,16,32,30,21,26,31,29,29,37,31,27,19,24,13,28,15,25,18,18,19,16,22,18,24,19,22,20,16,10,16,15,15,18,10,15,7,14,10,22,10,18,19,11,20,10,14,17,10,16,7
618940601166393344,13,24,16,21,18,17,19,26,21,17,21,13,18,12,9,16,15,18,13,11,8,13,10,10,21,10,12,13,6,9,9,8,7,12,14,5,10,11,8,9,10,8,4,9,11,9,6,9,6,7,8,10
618860536072130560,13,21,18,21,17,27,16,21,20,22,19,20,11,9,10,14,7,9,10,14,9,18,13,7,10,9,7,6,12,13,16,9,11,10,6,6,5,6,11,12,5,6,6,5,8,10,9,3,10,8,8,6
618978521621245954,1,1,4,7,15,16,23,18,12,21,17,17,15,23,17,19,19,17,19,14,14,10,16,16,13,12,8,14,5,10,9,10,10,13,7,11,6,6,15,11,10,11,8,13,11,5,7,6,9,12,7,9
619255483384238080,1,0,6,7,6,28,29,39,28,27,22,28,27,31,23,38,29,22,24,31,27,27,20,32,24,21,32,24,30,19,23,19,16,27,26,22,14,18,21,23,21,20,26,18,15,19,27,17,19,19,12,22
618997675979988993,5,19,30,26,19,25,25,32,36,34,39,31,29,24,31,29,31,38,51,43,35,34,36,33,46,38,29,34,36,43,34,46,36,33,28,37,33,29,41,38,40,30,35,27,26,40,37,24,30,30,28,32
619113810813587457,1,8,4,8,6,4,7,6,3,4,1,2,3,2,2,2,3,1,4,6,2,1,2,4,1,2,0,1,0,1,1,4,2,1,2,2,2,1,3,1,1,2,4,1,2,1,5,5,2,1,4,1
619201997003190272,4,7,8,21,24,18,22,26,25,19,19,24,16,19,18,13,13,17,14,9,11,18,14,16,16,11,12,10,18,5,13,17,9,9,7,10,9,10,14,14,15,13,10,10,5,10,6,8,11,11,16,8
619264478996246529,1,0,2,1,7,4,5,1,9,6,7,5,1,4,3,4,2,5,3,2,1,1,6,6,3,1,4,4,2,5,3,3,4,2,2,7,1,4,0,3,2,3,3,3,1,0,0,3,2,3,1,4
619213124739182594,2,10,13,17,14,20,17,20,5,13,11,14,10,9,10,10,9,7,12,7,9,3,7,5,5,7,3,8,8,3,12,6,3,3,5,5,7,11,3,11,6,6,6,6,6,4,7,7,10,6,4,2
618996498383159296,1,10,25,36,47,43,57,43,47,58,43,46,54,44,37,30,33,30,29,36,37,41,32,38,25,22,28,25,27,24,26,37,33,23,23,30,15,24,35,27,21,23,25,12,25,19,14,15,25,24,13,18
619270625698410496,1,3,8,14,13,13,18,9,12,12,11,12,11,11,16,8,11,8,14,9,11,4,5,9,9,8,6,8,11,10,5,2,11,7,5,4,7,10,7,7,6,8,2,7,8,11,3,6,4,7,5,10
618950321562349568,1,2,6,6,6,6,6,2,4,3,3,3,1,1,2,1,1,2,4,2,3,5,1,4,6,1,3,4,3,3,2,2,1,2,2,2,1,3,6,3,3,4,2,1,2,3,4,2,0,1,6,3
619583807579013120,17,43,50,46,44,39,45,25,39,20,21,23,28,26,23,24,24,31,16,20,12,19,15,21,20,29,14,22,17,22,17,13,12,19,14,14,27,14,15,15,17,15,6,17,14,12,18,15,15,10,17,13
619557974181285888,2,6,13,11,14,20,11,12,12,10,7,12,8,8,5,8,7,12,8,8,9,13,9,9,12,2,6,7,7,1,6,5,6,4,1,8,7,7,10,2,7,6,3,4,5,3,12,6,3,6,6,4
619255483384238080,1,0,6,7,6,28,29,39,28,27,22,28,27,31,23,38,29,22,24,31,27,27,20,32,24,21,32,24,30,19,23,19,16,27,26,22,14,18,21,23,21,20,26,18,15,19,27,17,19,19,12,22
619763714468638721,12,36,36,28,26,26,23,20,20,19,17,19,18,9,15,21,14,16,13,9,17,13,10,9,18,8,10,13,4,5,10,9,10,9,8,5,7,4,8,6,4,6,10,5,3,4,9,5,12,5,6,5
619893046428213248,2,3,9,14,14,13,9,9,6,11,19,10,6,9,12,7,12,13,9,12,9,15,7,12,8,5,5,7,4,7,10,7,6,7,7,7,3,3,10,3,5,5,6,4,4,8,2,4,5,10,7,8
620328148467589120,2,10,22,25,18,23,17,31,18,26,22,25,19,18,21,11,29,23,24,18,18,16,17,13,16,15,14,24,11,16,11,12,16,8,20,9,13,7,14,10,6,19,20,7,8,9,14,17,10,14,11,13
620322331794108417,2,3,8,10,18,14,24,20,18,11,11,10,15,11,12,6,7,9,8,9,9,7,8,8,12,11,7,7,10,11,10,8,8,12,8,9,8,6,6,6,5,14,7,7,6,6,7,3,12,3,8,8
620783162193412096,3,42,99,170,157,130,111,91,77,79,66,63,58,49,53,47,35,37,30,45,27,35,22,26,13,28,20,25,23,25,10,17,18,24,21,14,16,16,15,14,10,10,11,9,7,12,10,9,13,8,5,15
620656130033778688,2,2,7,10,11,13,7,7,10,9,12,8,5,7,9,7,8,5,9,7,9,12,6,6,9,8,7,10,6,8,4,10,4,4,5,3,6,5,10,5,3,5,6,13,4,7,7,2,5,3,2,2
620656430601895936,1,0,3,7,6,6,1,8,8,9,5,7,12,7,5,11,8,2,9,4,3,4,9,6,9,12,9,6,4,7,7,4,7,3,5,2,6,7,2,4,9,4,5,3,2,7,5,2,5,2,3,3
620721745528553472,1,1,7,9,4,8,16,5,13,9,10,7,9,15,12,7,8,10,3,4,5,8,2,4,6,4,6,5,6,6,6,4,3,3,6,2,5,2,3,7,3,5,4,6,4,5,4,4,5,5,4,8
620936275336368128,2,18,18,29,33,30,34,30,29,34,21,24,23,38,33,30,33,39,21,32,21,39,28,28,32,26,27,27,27,29,25,23,20,28,22,25,22,26,30,12,30,25,28,23,20,31,13,13,20,23,24,26
620951635783774208,1,0,15,15,22,17,17,21,17,23,29,16,24,27,15,16,18,22,23,30,20,14,21,18,21,21,16,15,15,18,20,16,19,10,25,16,22,19,17,19,18,21,15,19,14,23,24,12,19,13,16,22
620924131047936000,2,19,30,42,50,58,59,57,45,52,60,72,56,64,74,56,42,52,51,59,56,29,43,38,39,33,41,37,47,43,39,30,38,30,33,24,23,35,32,25,31,30,34,21,33,22,27,29,21,27,27,23
621133763385425920,1,1,15,31,47,61,53,51,50,41,38,49,36,30,31,40,29,24,32,30,37,30,19,21,21,24,19,17,19,27,14,20,20,25,18,27,18,17,26,19,21,21,20,20,19,21,15,14,21,20,17,19
621070165212549124,1,2,2,7,4,11,16,14,20,27,25,29,17,16,27,22,13,27,20,15,22,24,13,8,18,17,14,13,18,12,15,19,8,14,10,15,13,18,11,19,12,12,12,17,8,10,17,7,15,14,12,9
621014046356185088,1,2,4,13,16,24,16,27,26,28,24,25,23,14,27,14,15,18,19,20,14,16,11,19,11,20,20,12,13,11,12,13,7,13,10,8,15,7,14,10,14,7,10,6,12,15,13,14,9,10,12,12
621156372651098112,17,31,54,56,58,42,39,37,44,37,26,39,37,41,35,39,37,28,29,43,26,30,24,26,30,25,28,39,30,16,19,15,18,24,33,19,20,23,21,18,21,22,29,21,25,24,21,21,16,21,19,22
621049082468003840,4,4,14,19,17,22,10,15,28,25,12,24,18,15,13,12,14,19,22,19,13,13,13,21,16,19,11,17,19,15,11,14,12,13,14,10,14,10,14,11,15,12,15,15,10,13,10,12,7,14,14,10
620901940977889280,1,0,1,2,11,7,4,12,10,11,13,9,10,9,12,9,9,16,9,14,18,8,9,9,6,7,12,13,10,6,13,14,5,10,17,6,10,7,9,12,11,9,7,4,10,12,7,3,6,8,9,5
621005867555627009,1,5,7,12,16,10,14,8,7,8,4,9,6,7,12,7,9,5,1,6,2,7,4,9,10,6,5,4,8,10,6,7,7,5,5,5,3,3,2,6,6,5,7,7,9,6,2,6,4,2,7,5
621400583442796544,1,0,7,13,21,25,26,26,22,43,27,30,18,26,31,33,32,26,37,18,28,27,31,22,28,21,23,23,17,25,28,17,14,22,26,20,8,23,19,17,20,26,18,16,21,26,13,16,15,14,14,13
621512134044876800,2,16,58,73,99,120,117,112,89,113,104,81,90,78,70,68,65,62,56,71,70,59,49,57,57,74,68,61,60,44,46,42,44,42,43,47,59,41,35,41,45,27,32,29,33,42,29,25,28,23,27,27
621133763385425920,1,1,15,31,47,61,53,51,50,41,38,49,36,30,31,40,29,24,32,30,37,30,19,21,21,24,19,17,19,27,14,20,20,25,18,27,18,17,26,19,21,21,20,20,19,21,15,14,21,20,17,19
621156372651098112,17,31,54,56,58,42,39,37,44,37,26,39,37,41,35,39,37,28,29,43,26,30,24,26,30,25,28,39,30,16,19,15,18,24,33,19,20,23,21,18,21,22,29,21,25,24,21,21,16,21,19,22
621405254744207360,1,1,11,18,33,24,23,31,28,30,24,27,26,24,16,18,29,20,23,19,17,18,16,23,18,11,23,22,15,15,13,20,13,13,14,24,15,12,18,24,14,20,15,14,11,6,12,14,12,7,11,12
621431800062156804,1,0,2,4,5,13,18,16,17,14,9,19,19,15,10,15,11,15,11,9,16,17,10,18,8,7,15,10,10,6,12,7,7,12,12,11,10,9,9,10,5,9,7,6,17,9,15,9,10,6,13,9
621483202310500352,3,15,41,48,58,71,47,42,62,47,37,32,46,40,40,40,27,28,23,32,27,34,26,33,26,21,25,35,21,26,22,22,15,15,22,15,24,15,23,22,21,16,4,22,22,23,22,19,22,16,12,14
621464566128607232,1,10,16,16,31,26,27,30,19,22,23,26,26,31,19,26,23,27,21,18,21,13,20,20,10,17,19,15,20,18,16,17,20,16,21,19,23,16,11,23,10,15,8,10,9,12,16,14,18,16,11,8
621146845738172416,1,1,1,8,11,15,15,21,22,24,15,12,15,16,15,14,18,14,12,9,19,15,12,7,12,23,7,8,9,13,12,10,11,13,8,9,10,15,9,5,8,8,9,10,6,5,12,9,13,3,7,8
621501703141994496,2,19,30,31,50,47,50,36,47,49,48,35,40,45,52,42,29,22,30,30,25,23,22,20,23,22,14,26,21,18,26,20,36,20,20,29,15,19,21,15,24,24,18,13,21,17,16,17,8,7,19,13
621690325556404224,2,6,9,14,17,17,19,19,18,23,13,20,18,9,10,13,16,14,10,18,4,10,12,18,8,9,10,12,10,8,13,7,12,9,13,6,9,8,6,8,5,8,8,9,5,7,10,10,8,5,14,10
621751153097842688,2,0,3,8,10,8,11,10,13,16,12,8,12,10,7,11,7,8,12,6,9,15,5,6,7,6,6,5,4,7,7,5,7,10,6,5,3,7,2,3,7,9,6,8,5,6,7,7,7,3,3,3
622192476380463104,16,545,559,328,178,142,93,77,65,74,47,50,41,43,46,27,38,31,26,28,24,29,16,28,16,25,26,20,16,16,23,24,27,18,28,17,22,17,24,10,19,12,18,12,13,14,14,15,9,12,12,11
621970586353467392,2,9,3,12,9,12,12,11,6,7,6,9,7,3,6,8,4,10,3,10,11,11,7,8,8,4,7,5,4,5,5,12,4,6,4,6,5,10,5,4,5,3,6,8,4,4,4,5,3,5,8,5
622251264089440256,3,95,349,413,317,192,154,133,108,90,70,74,58,64,41,62,50,38,40,42,65,44,35,34,23,21,29,40,27,26,28,19,27,21,23,26,36,23,31,24,21,22,27,17,16,16,15,25,17,13,18,24
622133840379666432,3,11,15,14,9,13,6,7,8,5,8,3,9,10,4,14,9,10,16,5,5,7,13,5,5,8,7,3,7,8,9,5,5,6,5,5,6,7,3,4,4,8,5,4,2,4,7,8,6,2,9,4
